================ Training Loss (Wed Aug 23 13:29:28 2023) ================
(epoch: 1, iters: 100, time: 0.092, data: 0.154) D_A: 0.508 G_A: 0.182 cycle_A: 1.943 idt_A: 0.142 D_B: 0.217 G_B: 0.487 cycle_B: 0.551 idt_B: 0.840 
(epoch: 1, iters: 200, time: 0.092, data: 0.002) D_A: 0.212 G_A: 0.270 cycle_A: 1.712 idt_A: 0.518 D_B: 0.221 G_B: 0.423 cycle_B: 1.413 idt_B: 0.838 
(epoch: 1, iters: 300, time: 0.102, data: 0.002) D_A: 0.309 G_A: 0.709 cycle_A: 4.187 idt_A: 0.668 D_B: 0.365 G_B: 0.222 cycle_B: 2.495 idt_B: 2.143 
(epoch: 1, iters: 400, time: 0.643, data: 0.003) D_A: 0.135 G_A: 0.740 cycle_A: 2.227 idt_A: 1.246 D_B: 0.121 G_B: 0.403 cycle_B: 3.264 idt_B: 1.078 
(epoch: 1, iters: 500, time: 0.098, data: 0.001) D_A: 0.252 G_A: 0.565 cycle_A: 1.473 idt_A: 0.167 D_B: 0.240 G_B: 0.452 cycle_B: 0.490 idt_B: 0.822 
(epoch: 1, iters: 600, time: 0.098, data: 0.002) D_A: 0.216 G_A: 0.393 cycle_A: 2.114 idt_A: 0.618 D_B: 0.202 G_B: 0.466 cycle_B: 0.962 idt_B: 1.114 
(epoch: 1, iters: 700, time: 0.099, data: 0.003) D_A: 0.100 G_A: 0.319 cycle_A: 2.877 idt_A: 1.398 D_B: 0.381 G_B: 0.285 cycle_B: 2.393 idt_B: 1.399 
(epoch: 1, iters: 800, time: 0.309, data: 0.002) D_A: 0.057 G_A: 0.542 cycle_A: 2.219 idt_A: 4.976 D_B: 0.329 G_B: 16.140 cycle_B: 9.953 idt_B: 1.386 
(epoch: 1, iters: 900, time: 0.085, data: 0.001) D_A: 0.112 G_A: 0.454 cycle_A: 2.067 idt_A: 2.257 D_B: 0.384 G_B: 0.369 cycle_B: 4.480 idt_B: 1.239 
(epoch: 1, iters: 1000, time: 0.102, data: 0.008) D_A: 0.217 G_A: 0.638 cycle_A: 1.557 idt_A: 1.669 D_B: 0.187 G_B: 0.507 cycle_B: 3.014 idt_B: 0.877 
(epoch: 1, iters: 1100, time: 0.099, data: 0.002) D_A: 0.173 G_A: 0.496 cycle_A: 3.402 idt_A: 0.488 D_B: 0.233 G_B: 0.160 cycle_B: 0.847 idt_B: 1.259 
(epoch: 1, iters: 1200, time: 0.321, data: 0.002) D_A: 0.112 G_A: 0.437 cycle_A: 3.936 idt_A: 0.128 D_B: 0.118 G_B: 0.344 cycle_B: 0.333 idt_B: 1.321 
(epoch: 1, iters: 1300, time: 0.091, data: 0.002) D_A: 0.076 G_A: 0.686 cycle_A: 1.124 idt_A: 0.048 D_B: 0.151 G_B: 0.491 cycle_B: 0.148 idt_B: 0.756 
(epoch: 1, iters: 1400, time: 0.095, data: 0.002) D_A: 0.135 G_A: 0.412 cycle_A: 1.162 idt_A: 0.112 D_B: 0.466 G_B: 0.695 cycle_B: 0.253 idt_B: 0.986 
(epoch: 2, iters: 48, time: 0.101, data: 0.002) D_A: 0.183 G_A: 0.655 cycle_A: 2.129 idt_A: 1.442 D_B: 0.198 G_B: 0.417 cycle_B: 1.890 idt_B: 1.030 
(epoch: 2, iters: 148, time: 0.729, data: 0.003) D_A: 0.068 G_A: 0.313 cycle_A: 1.619 idt_A: 0.758 D_B: 0.153 G_B: 0.380 cycle_B: 1.442 idt_B: 0.730 
(epoch: 2, iters: 248, time: 0.084, data: 0.001) D_A: 0.127 G_A: 0.466 cycle_A: 1.719 idt_A: 0.352 D_B: 0.377 G_B: 0.729 cycle_B: 0.671 idt_B: 0.744 
(epoch: 2, iters: 348, time: 0.103, data: 0.002) D_A: 0.158 G_A: 0.341 cycle_A: 2.960 idt_A: 1.389 D_B: 0.208 G_B: 0.489 cycle_B: 2.837 idt_B: 1.251 
(epoch: 2, iters: 448, time: 0.102, data: 0.002) D_A: 0.407 G_A: 0.164 cycle_A: 2.787 idt_A: 1.960 D_B: 0.216 G_B: 0.358 cycle_B: 3.828 idt_B: 0.664 
(epoch: 2, iters: 548, time: 0.749, data: 0.002) D_A: 0.220 G_A: 0.466 cycle_A: 2.025 idt_A: 0.937 D_B: 0.325 G_B: 0.374 cycle_B: 1.621 idt_B: 0.933 
(epoch: 2, iters: 648, time: 0.088, data: 0.001) D_A: 0.109 G_A: 0.440 cycle_A: 3.441 idt_A: 0.151 D_B: 0.203 G_B: 0.355 cycle_B: 0.607 idt_B: 1.976 
(epoch: 2, iters: 748, time: 0.103, data: 0.002) D_A: 0.141 G_A: 0.507 cycle_A: 3.145 idt_A: 0.911 D_B: 0.115 G_B: 0.640 cycle_B: 1.557 idt_B: 0.813 
================ Training Loss (Wed Aug 23 13:33:31 2023) ================
(epoch: 1, iters: 100, time: 0.110, data: 0.181) D_A: 0.351 G_A: 0.296 cycle_A: 1.909 idt_A: 0.593 D_B: 0.213 G_B: 0.268 cycle_B: 1.078 idt_B: 0.735 
(epoch: 1, iters: 200, time: 0.099, data: 0.002) D_A: 0.288 G_A: 0.315 cycle_A: 2.041 idt_A: 0.685 D_B: 0.253 G_B: 0.283 cycle_B: 1.543 idt_B: 1.114 
(epoch: 1, iters: 300, time: 0.093, data: 0.002) D_A: 0.687 G_A: 0.443 cycle_A: 3.775 idt_A: 1.170 D_B: 0.273 G_B: 0.392 cycle_B: 2.040 idt_B: 1.482 
(epoch: 1, iters: 400, time: 0.707, data: 0.002) D_A: 0.176 G_A: 0.361 cycle_A: 3.588 idt_A: 0.303 D_B: 0.201 G_B: 0.401 cycle_B: 0.835 idt_B: 1.384 
(epoch: 1, iters: 500, time: 0.106, data: 0.002) D_A: 0.163 G_A: 0.421 cycle_A: 2.693 idt_A: 0.391 D_B: 0.316 G_B: 0.335 cycle_B: 0.822 idt_B: 1.364 
(epoch: 1, iters: 600, time: 0.107, data: 0.003) D_A: 0.342 G_A: 0.631 cycle_A: 2.275 idt_A: 1.223 D_B: 0.376 G_B: 0.186 cycle_B: 2.662 idt_B: 0.866 
(epoch: 1, iters: 700, time: 0.086, data: 0.001) D_A: 0.162 G_A: 0.457 cycle_A: 2.383 idt_A: 0.154 D_B: 0.150 G_B: 0.400 cycle_B: 0.411 idt_B: 1.248 
(epoch: 1, iters: 800, time: 0.340, data: 0.001) D_A: 0.081 G_A: 0.427 cycle_A: 2.766 idt_A: 0.079 D_B: 0.282 G_B: 0.364 cycle_B: 0.199 idt_B: 1.333 
(epoch: 1, iters: 900, time: 0.092, data: 0.002) D_A: 0.230 G_A: 0.440 cycle_A: 2.546 idt_A: 0.346 D_B: 0.148 G_B: 0.422 cycle_B: 0.858 idt_B: 1.295 
(epoch: 1, iters: 1000, time: 0.095, data: 0.002) D_A: 0.208 G_A: 0.236 cycle_A: 1.902 idt_A: 0.193 D_B: 0.269 G_B: 0.420 cycle_B: 0.523 idt_B: 0.921 
(epoch: 1, iters: 1100, time: 0.095, data: 0.002) D_A: 0.166 G_A: 0.335 cycle_A: 2.058 idt_A: 0.126 D_B: 0.108 G_B: 0.903 cycle_B: 0.517 idt_B: 0.994 
(epoch: 1, iters: 1200, time: 0.326, data: 0.002) D_A: 0.122 G_A: 0.525 cycle_A: 2.148 idt_A: 0.147 D_B: 0.163 G_B: 0.767 cycle_B: 0.364 idt_B: 0.885 
(epoch: 1, iters: 1300, time: 0.105, data: 0.002) D_A: 0.357 G_A: 0.270 cycle_A: 2.427 idt_A: 0.792 D_B: 0.295 G_B: 0.278 cycle_B: 1.373 idt_B: 0.882 
(epoch: 1, iters: 1400, time: 0.088, data: 0.002) D_A: 0.070 G_A: 0.678 cycle_A: 2.188 idt_A: 0.612 D_B: 0.182 G_B: 0.292 cycle_B: 1.204 idt_B: 0.816 
(epoch: 2, iters: 48, time: 0.101, data: 0.002) D_A: 0.362 G_A: 0.846 cycle_A: 1.700 idt_A: 0.811 D_B: 0.180 G_B: 0.367 cycle_B: 0.833 idt_B: 0.639 
(epoch: 2, iters: 148, time: 0.643, data: 0.001) D_A: 0.182 G_A: 0.234 cycle_A: 3.183 idt_A: 0.248 D_B: 0.073 G_B: 0.524 cycle_B: 0.416 idt_B: 1.275 
(epoch: 2, iters: 248, time: 0.099, data: 0.002) D_A: 0.241 G_A: 0.308 cycle_A: 2.094 idt_A: 0.339 D_B: 0.258 G_B: 0.165 cycle_B: 1.061 idt_B: 1.300 
(epoch: 2, iters: 348, time: 0.103, data: 0.002) D_A: 0.060 G_A: 0.989 cycle_A: 1.452 idt_A: 0.083 D_B: 0.301 G_B: 0.637 cycle_B: 0.178 idt_B: 0.642 
